,ID,Age,Education,Marital_Status,Income,Kidhome,Teenhome,Duration_Customer,Frequency,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,Discount,Web,Catalog,Store,Web_visit,Campaign 1,Campaign 2,Campaign 3,Campaign 4,Campaign 5,Complain,Response,Income_Class,Age_Class
753,3667,54,1,1,80952.0,0,0,3683,33,20,778,178,689,41,27,44,1,8,5,11,8,1,0,0,1,1,0,1,3,2
754,7723,44,1,1,75507.0,0,0,3255,24,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,3,1
755,3870,45,2,1,63855.0,0,0,3702,28,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,0,2,1
756,4012,51,3,1,62220.0,0,1,3884,29,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,1,2,2
757,5909,59,1,1,58512.0,0,1,3480,28,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,0,2,2
758,10470,44,2,1,40662.0,1,0,3668,12,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,0,1,1
759,6488,64,3,1,38829.0,0,1,3281,13,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,0,1,2
760,10270,42,2,1,35523.0,1,0,3466,15,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,0,1,1
761,6887,56,1,0,79146.0,1,1,3263,25,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,3,2
762,6406,35,2,1,78285.0,0,0,3441,24,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,0,3,0
763,7573,45,3,0,31626.0,1,0,3612,13,12,39,1,9,2,1,34,1,2,1,2,7,0,0,1,0,0,0,1,0,1
764,4508,71,1,0,75127.0,0,0,3235,20,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0,3,3
765,221,68,1,1,48726.0,0,1,3625,18,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,0,1,3
766,5331,46,1,1,74985.0,0,0,3853,19,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,0,3,1
767,1911,36,1,1,67430.0,0,0,3859,35,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,0,2,0
768,20,58,2,1,46891.0,0,1,3498,12,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,1,2
769,8786,67,2,1,62058.0,0,1,3596,24,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,0,2,3
770,10582,44,1,1,72063.0,0,1,3558,23,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,0,3,1
771,1915,72,3,1,78939.0,0,0,3396,23,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,0,3,3
772,8897,58,1,0,42720.0,1,1,3628,33,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,0,1,1,2
773,2371,51,1,1,33622.0,1,1,3639,16,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,0,0,2
774,4303,66,3,1,6835.0,0,1,3765,21,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,0,0,3
775,6825,70,1,1,41452.0,1,1,3677,11,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,1,3
776,1072,58,3,0,40760.0,0,1,3500,14,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,0,1,2
777,4964,65,3,1,74250.0,0,0,3351,19,90,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,0,0,3,2
778,2461,68,2,0,51124.0,1,1,3390,9,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,0,1,3
779,10736,52,1,0,72258.0,0,1,3487,24,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,0,3,2
780,3194,49,3,0,71466.0,0,0,3282,20,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,0,3,1
781,10839,47,1,1,36283.0,1,1,3273,10,42,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,0,0,1,1
782,49,53,1,0,20587.0,1,0,3246,12,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,0,0,2
783,4290,51,1,1,30467.0,1,0,3299,11,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,0,0,2
784,10219,51,1,1,31590.0,1,0,3573,13,40,6,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0,0,0,0,2
785,4211,37,0,1,20425.0,1,0,3805,14,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,0,0,0
786,1135,63,2,1,17144.0,1,1,3331,19,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,0,0,2
787,6299,55,3,0,42564.0,0,1,3740,31,28,324,48,186,39,18,198,6,6,8,4,7,0,0,1,0,0,0,1,1,2
788,10846,45,2,1,43783.0,1,0,3228,29,22,327,9,125,25,4,139,6,7,1,8,7,0,0,1,0,0,0,0,1,1
789,347,47,1,0,40780.0,0,1,3856,26,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,0,1,1
790,6543,78,2,1,62847.0,0,0,3727,16,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,0,2,3
791,10446,66,3,1,82017.0,0,0,3796,19,58,184,23,446,30,23,23,1,5,4,7,2,1,0,0,1,1,0,1,3,3
792,3479,73,1,0,16813.0,0,0,3542,13,49,4,8,11,12,2,13,1,2,0,3,7,0,0,1,0,0,0,0,0,3
793,11075,45,1,1,51267.0,1,1,3440,19,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,0,0,1,1
794,4442,62,1,0,46524.0,0,1,3647,12,70,31,19,35,26,14,52,2,1,1,5,3,0,0,0,0,0,0,0,1,2
795,199,61,2,0,45183.0,0,0,3722,20,33,219,3,60,12,9,12,1,4,1,7,7,0,0,0,1,0,0,0,1,2
796,6722,69,3,1,70421.0,0,1,3198,29,98,479,28,136,75,14,35,3,10,3,7,6,0,0,0,0,0,0,0,3,3
797,796,58,2,0,60161.0,0,1,3811,34,17,584,44,212,46,8,177,3,11,4,8,8,0,0,0,0,0,0,0,2,2
798,3749,50,1,1,73926.0,0,0,3681,27,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,0,3,1
799,8523,55,1,1,19329.0,1,0,3394,18,39,24,1,16,12,2,5,3,4,0,3,8,0,0,0,0,0,0,0,0,2
800,310,53,2,1,61872.0,0,1,3395,25,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,0,2,2
801,8629,67,1,0,46984.0,1,1,3657,10,71,19,1,10,2,1,8,1,1,0,3,5,0,0,0,0,0,0,0,1,3
802,236,72,1,1,34838.0,1,1,3723,16,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,0,0,3
803,9930,79,3,0,82716.0,0,0,3433,30,8,606,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,0,0,3,3
804,3483,65,1,1,48192.0,0,0,3646,33,76,1039,43,204,153,58,29,3,2,8,12,8,1,1,0,1,0,0,1,1,2
805,4599,47,2,1,49681.0,0,2,3434,28,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,0,1,1
806,7326,52,2,1,56850.0,0,1,3295,8,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,0,2,2
807,7352,66,1,1,55267.0,0,1,3448,20,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,0,2,3
808,2350,51,1,1,59666.0,1,1,3661,28,87,623,53,178,23,17,133,7,3,2,8,8,0,0,0,1,0,0,0,2,2
809,9145,51,1,0,72504.0,0,1,3646,24,43,604,26,470,123,161,94,2,5,9,6,2,0,0,0,0,0,0,0,3,2
810,2964,42,1,1,26872.0,0,0,3453,11,0,3,10,8,3,16,32,1,1,1,2,6,0,0,0,0,0,0,0,0,1
811,5585,51,1,0,21359.0,1,0,3632,15,1,12,2,17,6,1,10,2,2,0,3,8,0,0,0,0,0,0,1,0,2
812,9687,48,1,0,73170.0,0,0,3226,18,1,184,174,256,50,30,32,1,5,4,6,2,0,0,0,0,0,0,0,3,1
813,3732,68,2,1,52750.0,0,1,3707,31,72,393,0,239,90,69,69,6,5,7,9,4,0,0,0,0,0,0,0,2,3
814,6303,37,3,1,91820.0,0,0,3415,23,72,410,73,747,76,161,30,0,5,5,12,1,0,0,0,0,0,0,0,3,0
815,11176,53,3,1,65968.0,0,1,3245,21,12,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,0,0,2,2
816,2986,47,1,1,30772.0,1,1,3306,10,89,7,2,4,2,1,4,1,1,0,2,6,0,0,0,0,0,0,0,0,1
817,7462,69,1,0,22507.0,0,0,3779,28,67,68,0,226,51,157,68,3,10,2,4,9,0,0,0,0,0,0,0,0,3
818,3900,51,1,1,65685.0,0,1,3289,26,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,2,2
819,7034,45,2,1,25804.0,1,0,3498,15,34,8,7,9,13,6,12,2,2,0,3,8,0,0,0,0,0,0,0,0,1
820,9493,43,3,0,76412.0,0,0,3617,21,15,840,53,804,23,71,17,1,5,4,8,3,1,0,0,0,1,0,1,3,1
821,1143,51,1,1,22063.0,1,0,3522,14,43,7,10,13,3,11,11,2,2,0,3,7,0,0,0,0,0,0,0,0,2
822,1,62,1,0,57091.0,0,0,3211,23,0,464,5,64,7,0,37,1,7,3,7,5,0,1,0,0,0,0,1,2,2
823,3855,60,1,1,22419.0,0,0,3634,16,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,0,2
824,5536,64,1,1,87771.0,0,1,3600,26,61,1492,38,287,50,57,33,1,5,10,4,6,1,1,0,1,1,0,1,3,2
825,5989,64,2,0,78353.0,0,1,3636,32,51,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,0,3,2
826,9499,69,1,1,93404.0,1,2,3615,22,97,1279,15,287,20,0,15,3,3,4,7,5,0,0,0,1,1,0,0,3,3
827,6768,61,1,0,37859.0,1,2,3730,14,75,22,1,8,2,1,2,2,1,0,3,8,0,0,0,0,0,0,0,1,2
828,2150,65,3,0,80995.0,0,1,3611,26,83,860,28,409,73,56,56,1,8,9,4,4,0,0,0,0,0,0,0,3,2
829,6646,39,1,1,16529.0,1,0,3317,11,23,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,0,0,0,0
830,4887,47,3,0,55412.0,1,1,3416,11,65,10,5,28,11,1,8,1,2,0,3,5,0,0,0,0,0,0,0,2,1
831,8560,31,1,0,48789.0,0,0,3854,24,94,351,16,156,7,5,145,1,6,4,7,6,0,0,0,0,0,0,0,1,0
832,3321,56,3,1,56575.0,0,2,3617,25,42,421,5,90,0,16,10,3,7,3,7,5,0,0,0,0,0,0,0,2,2
833,11003,43,2,1,25130.0,1,0,3467,14,10,2,5,7,0,18,18,2,2,0,3,7,0,0,0,0,0,0,0,0,1
834,10402,56,1,1,35441.0,1,1,3697,14,94,25,1,9,2,1,1,2,1,0,3,8,0,0,0,0,0,0,0,1,2
835,9904,67,1,1,71391.0,0,1,3654,31,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,0,3,3
836,6141,51,2,0,49494.0,1,0,3627,21,46,191,9,97,0,6,82,2,6,1,5,7,0,0,0,0,0,0,0,1,2
837,5687,43,1,0,81702.0,0,0,3841,30,98,563,50,774,28,31,187,1,7,7,12,3,0,0,0,0,0,0,0,3,1
838,10856,43,2,0,45889.0,0,1,3559,11,42,31,0,6,0,1,8,1,1,0,3,6,0,0,0,0,0,0,0,1,1
839,5121,46,1,0,56628.0,0,1,3297,25,30,479,5,82,7,17,171,2,7,6,5,5,0,0,1,0,0,0,0,2,1
840,4186,73,1,1,34026.0,1,1,3525,14,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,0,3
841,368,49,1,1,40049.0,0,1,3774,19,61,91,65,52,10,44,28,3,3,2,6,5,0,0,0,0,0,0,0,1,1
842,3312,35,1,0,34176.0,1,0,3245,17,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,0,0
843,11121,42,1,1,19419.0,1,0,3793,20,76,2,14,28,16,3,7,4,4,0,3,9,0,0,0,0,0,0,0,0,1
844,5332,63,2,1,82504.0,0,0,3534,18,2,362,50,431,134,35,54,1,3,6,7,1,0,0,0,0,0,0,0,3,2
845,5848,53,1,1,81205.0,0,0,3364,21,43,724,74,929,97,55,130,1,5,6,7,2,0,1,1,0,1,0,1,3,2
846,10343,32,2,0,61618.0,0,0,3835,22,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,0,2,0
847,5935,67,2,0,55284.0,0,1,3749,28,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0,0,2,3
848,2895,60,1,0,49980.0,0,1,3446,16,79,104,1,54,13,9,14,2,3,1,5,5,0,0,0,0,0,0,0,1,2
849,10262,43,1,1,15072.0,2,0,3612,16,96,8,2,15,0,10,18,4,3,1,3,5,0,0,0,0,0,0,0,0,1
850,7848,49,1,0,49166.0,0,1,3578,19,17,224,2,25,7,0,110,2,5,3,3,6,0,0,0,0,0,0,0,1,1
851,9477,69,3,1,65324.0,0,1,3366,24,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,0,2,3
852,4856,66,2,1,82347.0,0,0,3797,28,38,556,54,845,202,133,63,1,7,7,10,3,1,0,1,0,0,0,0,3,3
853,7186,57,3,1,30843.0,1,1,3231,11,43,24,0,2,0,0,9,2,1,1,2,5,0,0,1,0,0,0,0,0,2
854,5794,49,3,1,46374.0,0,1,3301,26,1,408,0,21,0,0,17,3,7,1,7,8,1,0,0,1,0,0,1,1,1
855,1456,44,1,0,60474.0,0,1,3651,38,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,2,1
856,4877,50,2,1,38576.0,0,1,3314,12,2,34,0,7,0,0,0,1,1,0,3,7,0,0,0,0,0,0,0,1,1
857,425,38,1,1,55357.0,2,0,3692,27,66,374,64,116,84,25,64,3,6,2,11,5,0,0,0,0,0,0,0,2,0
858,3007,57,1,1,37758.0,1,1,3830,14,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,1,2
859,1031,34,2,1,85710.0,0,0,3617,28,5,600,20,350,29,30,33,1,6,9,10,2,0,0,0,0,1,0,0,3,0
860,4297,54,1,1,23228.0,1,0,3351,15,71,13,2,18,6,1,0,2,2,0,3,8,0,0,0,0,0,0,0,0,2
861,807,54,2,1,44602.0,1,1,3331,25,35,167,2,89,0,0,34,6,6,1,4,8,0,0,0,0,0,0,0,1,2
862,9553,36,1,1,7500.0,0,0,3733,10,94,0,2,3,4,1,5,1,0,0,3,6,0,0,0,0,0,0,0,0,0
863,4271,34,2,1,38683.0,1,0,3830,24,80,46,35,69,84,41,66,6,4,1,6,7,0,0,0,0,0,0,0,1,0
864,4120,48,2,0,49514.0,1,0,3391,20,61,88,39,78,58,13,93,2,6,1,4,7,0,0,0,0,0,0,0,1,1
865,2036,50,3,1,57906.0,0,1,3580,21,29,243,11,119,10,3,15,3,4,2,8,4,0,0,0,0,0,0,0,2,1
866,115,57,2,0,43456.0,0,1,3657,22,0,275,11,68,25,7,7,3,5,1,8,5,0,0,0,0,0,0,0,1,2
867,4259,37,2,0,19485.0,2,0,3475,11,80,6,0,4,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,0,0
868,8687,45,1,1,53172.0,0,1,3616,19,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,0,2,1
869,2447,44,1,1,30545.0,1,0,3817,14,71,4,12,15,19,7,12,2,2,0,3,7,0,0,0,0,0,0,0,0,1
870,10140,40,3,1,70123.0,0,0,3471,20,27,1308,0,396,23,0,0,1,5,7,4,3,0,1,0,1,0,0,0,3,0
871,9353,64,1,0,62450.0,0,1,3371,19,61,515,47,267,62,66,38,2,5,5,4,3,0,0,0,1,0,0,0,2,2
872,3623,47,1,1,21675.0,1,0,3215,17,55,4,0,16,17,4,4,3,4,0,3,7,0,0,0,0,0,0,0,0,1
873,738,42,2,0,42395.0,1,1,3283,19,35,48,13,57,24,15,25,4,3,1,4,7,0,0,0,0,0,0,0,1,1
874,7631,45,2,1,61346.0,1,0,3463,26,34,562,58,168,43,16,142,1,5,7,10,3,0,0,0,0,0,0,0,2,1
875,4789,70,1,1,80812.0,0,0,3482,20,95,769,22,500,210,143,33,1,4,8,5,2,1,0,1,0,1,0,0,3,3
876,773,52,2,0,42835.0,1,1,3561,29,64,379,4,93,12,9,98,7,6,6,4,6,0,0,0,0,0,0,0,1,2
877,10602,40,1,1,39922.0,1,0,3697,17,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,1,0
878,1446,67,2,0,86424.0,0,0,3282,29,12,387,68,569,89,45,68,1,6,9,12,1,0,0,0,0,0,0,0,3,3
879,3270,45,2,1,17117.0,1,0,3725,20,96,12,23,38,30,18,7,4,3,1,3,9,0,0,0,0,0,0,0,0,1
880,8443,51,1,0,24762.0,1,0,3336,17,16,6,10,12,3,15,40,3,3,1,2,8,0,0,1,0,0,0,1,0,2
881,9653,48,1,1,35797.0,0,1,3818,15,16,27,1,14,4,1,21,2,2,0,3,8,0,0,0,0,0,0,0,1,1
882,8916,48,1,0,36627.0,2,0,3538,9,78,9,1,5,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,1,1
883,8017,42,2,1,51111.0,1,1,3207,13,83,22,0,19,6,5,3,2,2,0,3,6,0,0,0,0,0,0,0,1,1
884,5830,51,3,0,86857.0,0,0,3852,24,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,3,2
885,4597,53,3,1,82072.0,0,0,3559,20,67,889,55,685,168,92,129,1,3,2,13,1,0,0,0,0,0,0,0,3,2
886,7023,70,3,0,46231.0,2,1,3777,24,87,189,2,55,0,5,12,4,6,1,4,9,0,0,0,0,0,0,0,1,3
887,8086,64,1,1,42243.0,1,1,3397,14,34,48,0,2,0,0,5,2,2,0,3,7,0,0,0,0,0,0,0,1,2
888,8825,61,1,1,51195.0,1,1,3651,32,46,230,14,156,82,24,58,8,9,2,5,8,0,0,0,0,0,0,0,1,2
889,2930,45,2,0,68092.0,0,0,3392,25,7,852,60,207,78,36,48,2,2,6,10,5,0,0,0,0,0,0,0,2,1
890,1928,50,1,1,31814.0,1,0,3702,16,73,35,3,20,4,1,20,2,2,0,3,9,0,0,1,0,0,0,0,0,1
891,7108,58,2,0,51390.0,1,1,3856,23,54,205,20,47,23,2,56,6,5,2,5,5,0,0,0,0,0,0,0,2,2
892,10925,40,1,1,76630.0,0,0,3363,26,93,255,31,446,40,56,175,1,3,10,11,1,0,0,0,0,0,0,0,3,0
893,9960,32,0,0,26868.0,1,0,3257,11,52,0,0,1,8,3,2,1,1,0,2,7,0,0,0,0,0,0,0,0,0
894,8800,80,3,0,48948.0,0,0,3710,30,53,437,8,206,160,49,42,2,7,10,5,6,0,0,1,0,0,0,1,1,3
895,9224,51,3,0,55260.0,0,1,3761,31,81,825,8,53,11,0,242,2,8,10,5,6,0,0,0,0,0,0,0,2,2
896,5519,67,1,1,64090.0,0,1,3523,25,8,316,58,161,76,51,135,1,6,9,4,5,0,0,0,0,0,0,1,2,3
897,5046,65,1,0,78331.0,0,1,3354,29,97,756,138,354,160,169,61,2,10,6,7,4,0,0,0,0,0,0,0,3,2
898,7037,49,3,1,37087.0,1,0,3519,23,50,194,55,134,15,0,3,3,4,2,8,6,0,0,0,0,0,0,0,1,1
899,905,37,1,0,21846.0,1,0,3447,19,38,7,17,18,6,10,26,4,4,0,3,8,0,0,0,0,0,0,0,0,0
900,8624,65,1,1,81320.0,0,0,3705,20,61,183,33,493,59,103,57,1,4,3,10,2,0,0,0,0,0,0,0,3,2
901,8945,53,1,0,54137.0,0,1,3514,17,46,171,0,11,0,1,20,2,4,1,4,6,0,0,0,0,0,0,0,2,2
902,6445,56,1,1,66825.0,0,0,3547,18,73,243,101,405,29,40,40,1,4,5,6,2,0,0,0,0,0,0,0,2,2
903,2727,50,1,1,57100.0,0,0,3404,16,19,181,21,69,39,3,96,1,3,3,6,3,0,0,0,0,0,0,0,2,1
904,6404,54,1,1,58917.0,1,2,3659,21,10,151,7,89,0,7,28,5,4,1,6,5,0,0,0,0,0,0,0,2,2
905,11074,46,1,0,85072.0,0,0,3278,18,94,494,92,391,194,11,241,1,3,4,10,0,0,0,0,0,0,0,0,3,1
906,10150,62,1,0,86429.0,0,0,3417,20,10,464,28,873,29,18,37,0,7,4,7,2,1,0,0,0,0,0,1,3,2
907,1968,52,1,0,45684.0,1,0,3406,11,37,5,1,5,10,0,7,1,1,0,2,7,0,0,0,0,0,0,0,1,2
908,6534,49,1,1,47889.0,1,0,3373,11,94,29,0,29,0,5,4,1,2,0,3,5,0,0,0,0,0,0,0,1,1
909,9485,37,3,1,45921.0,0,0,3308,14,23,102,9,49,24,3,12,1,2,1,6,4,0,0,0,0,0,0,0,1,0
910,7053,57,3,0,78420.0,0,0,3562,23,75,604,28,674,91,28,28,1,3,10,8,1,0,0,0,0,0,0,0,3,2
911,4654,31,1,1,75114.0,0,0,3431,21,40,571,12,523,63,60,24,1,3,10,5,2,0,0,0,0,0,0,0,3,0
912,9760,60,3,0,52278.0,0,1,3717,39,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,1,2,2
913,1048,51,2,1,35641.0,1,0,3547,17,11,63,3,67,8,9,28,2,3,1,4,7,0,0,0,0,0,0,1,1,2
914,10619,29,1,0,95529.0,0,0,3770,21,29,770,29,890,250,27,24,1,7,3,7,3,0,0,0,0,1,0,1,3,0
915,9308,69,1,1,62820.0,0,0,3611,15,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,2,3
916,10505,63,2,1,73113.0,0,0,3382,17,86,741,19,154,50,9,28,1,3,4,7,2,0,0,0,0,0,0,0,3,2
917,8362,41,3,1,84169.0,0,0,3523,23,9,1478,19,403,0,19,0,1,7,6,6,3,0,0,0,1,1,0,1,3,1
918,2625,69,2,0,42607.0,0,1,3421,17,30,156,29,56,30,32,47,2,3,2,7,3,0,0,0,0,0,0,0,1,3
919,4637,69,3,0,74637.0,0,0,3604,28,73,960,64,464,146,0,16,1,6,9,9,3,1,0,0,0,0,0,0,3,3
920,9972,68,3,1,46015.0,1,1,3274,12,25,38,0,2,0,0,6,1,1,0,3,7,0,1,1,0,0,0,0,1,3
921,4483,30,1,0,72354.0,0,0,3635,20,67,315,26,473,220,12,182,1,2,10,6,1,0,0,0,0,0,0,0,3,0
922,4487,54,2,0,39858.0,1,0,3718,13,67,15,20,25,2,7,26,1,2,0,4,6,0,0,0,0,0,0,1,1,2
923,4988,75,3,1,34469.0,1,1,3253,13,58,19,6,20,0,5,12,3,1,1,4,4,0,0,0,0,0,0,0,0,3
924,8931,37,1,1,83033.0,1,0,3239,31,82,812,99,431,237,149,33,1,11,4,10,5,1,0,0,0,0,0,0,3,0
925,5871,44,2,1,24401.0,0,0,3864,24,98,73,28,217,10,24,115,3,6,1,6,8,0,0,0,0,0,0,0,0,1
926,2008,45,1,1,77583.0,0,0,3336,21,93,372,23,384,250,12,108,1,4,5,9,2,1,0,0,0,0,0,0,3,1
927,3139,41,2,0,74116.0,0,0,3378,21,53,871,111,704,145,55,166,1,4,4,10,2,0,0,0,1,0,0,0,3,1
928,10037,30,1,0,74293.0,0,0,3253,18,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0,3,0
929,10673,47,3,1,68397.0,0,1,3421,24,6,760,80,466,17,13,80,1,6,9,5,3,0,0,0,0,0,0,0,2,1
930,5303,49,3,1,79632.0,0,0,3279,22,42,471,0,510,99,21,12,1,6,4,9,2,0,0,0,0,0,0,0,3,1
931,538,34,1,0,46107.0,1,0,3336,10,78,31,9,27,16,9,33,1,1,1,4,3,0,0,0,0,0,0,0,1,0
932,7922,72,3,0,64950.0,0,1,3883,32,29,819,0,72,12,0,63,2,11,2,10,7,0,0,0,1,0,0,0,2,3
933,5692,34,0,1,25443.0,1,0,3751,13,82,1,4,3,8,9,7,1,1,0,3,8,0,0,0,0,0,0,0,0,0
934,4843,71,1,0,75127.0,0,0,3235,20,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0,3,3
935,6383,52,3,1,32892.0,1,0,3232,16,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,0,2
936,1628,52,1,1,71796.0,0,0,3445,21,54,354,21,311,167,75,32,1,9,3,4,4,0,0,0,0,0,0,0,3,2
937,1204,53,3,1,67536.0,0,1,3600,38,45,1253,0,447,23,71,35,3,11,5,11,8,1,0,0,0,0,0,0,2,2
938,3673,52,1,0,55239.0,0,1,3547,31,59,371,17,238,23,24,106,3,7,5,11,5,0,0,0,0,0,0,0,2,2
939,760,48,3,0,60554.0,1,0,3521,29,8,588,7,76,110,15,15,2,8,4,9,6,0,0,0,0,0,0,0,2,1
940,8957,71,2,0,64831.0,1,1,3581,28,51,480,86,249,75,86,144,8,6,3,5,6,0,0,0,0,0,0,0,2,3
941,4128,61,3,1,56067.0,0,1,3541,25,51,517,12,54,16,6,120,2,7,4,7,5,0,0,0,0,0,0,0,2,2
942,6810,40,1,0,82025.0,0,0,3594,13,76,267,98,606,48,70,98,1,3,2,6,1,0,0,0,0,1,0,1,3,0
943,5386,70,1,1,94384.0,0,0,3679,20,62,1111,24,790,160,45,172,0,5,8,5,2,1,0,0,1,1,0,1,3,3
944,8700,37,0,0,14906.0,0,0,3751,16,86,7,7,14,7,16,15,3,2,1,3,7,0,0,0,0,0,0,0,0,0
945,3202,36,3,1,51563.0,0,0,3833,27,60,1166,0,48,0,0,36,1,4,4,10,8,0,0,0,1,1,0,0,2,0
946,1328,41,2,1,57937.0,0,1,3330,23,56,261,42,144,55,48,133,3,4,4,9,3,0,0,0,0,0,0,0,2,1
947,8405,44,1,0,68274.0,1,1,3469,16,83,135,25,51,23,25,46,2,4,2,5,3,0,0,0,0,0,0,0,2,1
948,6515,46,1,1,39771.0,1,0,3402,10,92,6,2,18,2,8,14,1,2,0,3,4,0,0,0,0,0,0,0,1,1
949,2882,48,2,0,67893.0,0,1,3833,24,31,711,28,142,49,18,47,2,3,2,9,8,0,0,0,0,0,0,0,2,1
950,7574,44,3,1,27922.0,1,0,3247,10,80,11,0,13,2,4,11,1,2,0,3,4,0,0,0,0,0,0,0,0,1
951,6387,47,3,1,52190.0,1,1,3249,14,39,42,0,17,0,0,18,3,2,1,3,5,0,0,1,0,0,0,0,2,1
952,5320,50,2,0,44051.0,1,1,3713,18,20,79,7,58,6,3,18,4,3,1,4,6,0,0,0,0,0,0,1,1,1
953,5048,52,3,0,42767.0,2,0,3611,15,53,20,6,43,19,5,38,1,3,1,2,8,0,0,0,0,0,0,0,1,2
954,8146,47,2,1,46106.0,1,1,3246,11,84,30,0,8,2,0,14,1,1,1,2,6,0,0,0,0,0,0,0,1,1
955,10031,47,3,1,16927.0,1,1,3701,20,50,20,2,23,3,1,4,5,3,0,4,8,0,0,0,0,0,0,0,0,1
956,5748,58,1,1,59754.0,0,1,3772,21,96,115,27,44,4,146,139,3,5,2,6,5,0,0,0,0,0,0,1,2,2
957,2134,71,1,0,53700.0,0,1,3878,27,94,263,5,233,69,41,83,4,5,5,8,5,0,0,0,0,0,0,0,2,3
958,1523,50,1,1,59041.0,1,1,3250,13,25,69,2,15,2,2,6,2,2,0,4,5,0,0,0,0,0,0,0,2,1
